📡关于软件 👉,#genre#
辽宁卫视,http://114.254.38.237:8888/rtp/239.3.1.210:8056
湖北卫视,http://114.254.38.237:8888/rtp/239.3.1.138:8044
吉林卫视,http://114.254.38.237:8888/rtp/239.3.1.240:8172
贵州卫视,http://114.254.38.237:8888/rtp/239.3.1.149:8076
东南卫视,http://114.254.38.237:8888/rtp/239.3.1.156:8148
江西卫视,http://114.254.38.237:8888/rtp/239.3.1.123:8164
华数爱上4K,http://114.254.38.237:8888/rtp/239.3.1.236:2000
北京IPTV4K超清,http://114.254.38.237:8888/rtp/239.3.1.249:8001
北京IPTV淘电影,http://114.254.38.237:8888/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://114.254.38.237:8888/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://114.254.38.237:8888/rtp/239.3.1.100:8001
北京IPTV淘BABY,http://114.254.38.237:8888/rtp/239.3.1.238:8001
北京IPTV萌宠TV,http://114.254.38.237:8888/rtp/239.3.1.102:8001
CCTV-4中文国际 欧洲,http://114.254.38.237:8888/rtp/239.3.1.213:4220
CCTV-4中文国际 美洲,http://114.254.38.237:8888/rtp/239.3.1.214:4220
CGTN 新闻,http://114.254.38.237:8888/rtp/239.3.1.215:4220
CGTN 纪录,http://114.254.38.237:8888/rtp/239.3.1.216:4220
CGTN 西班牙语,http://114.254.38.237:8888/rtp/239.3.1.217:4220
CGTN 法语,http://114.254.38.237:8888/rtp/239.3.1.218:4220
CGTN 阿拉伯语,http://114.254.38.237:8888/rtp/239.3.1.219:4220
CGTN 俄语,http://114.254.38.237:8888/rtp/239.3.1.220:4220
CETV1,http://114.254.38.237:8888/rtp/239.3.1.57:8152
中国交通,http://114.254.38.237:8888/rtp/239.3.1.188:8001
朝阳融媒,http://114.254.38.237:8888/rtp/239.3.1.163:8001
通州融媒,http://114.254.38.237:8888/rtp/239.3.1.221:8001
房山电视台,http://114.254.38.237:8888/rtp/239.3.1.96:8001
密云电视台,http://114.254.38.237:8888/rtp/239.3.1.154:8001
延庆电视台,http://114.254.38.237:8888/rtp/239.3.1.187:8001
睛彩竞技,http://114.254.38.237:8888/rtp/239.3.1.125:8001
睛彩篮球,http://114.254.38.237:8888/rtp/239.3.1.126:8001
睛彩羽毛球,http://114.254.38.237:8888/rtp/239.3.1.127:8001
睛彩广场舞,http://114.254.38.237:8888/rtp/239.3.1.128:8001
上海纪实人文,http://114.254.38.237:8888/rtp/239.3.1.212:8060
湖南金鹰纪实,http://114.254.38.237:8888/rtp/239.3.1.58:8156
湖南茶频道,http://114.254.38.237:8888/rtp/239.3.1.165:8001
湖南快乐垂钓,http://114.254.38.237:8888/rtp/239.3.1.164:8001


📺DG综合,#genre#
漳州综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud
永清综合,http://60.10.203.69:8000/0.m3u8
芒市综合,http://live.ynurl.com/video/s10001-mstv1/index.m3u8
永清影院,http://60.10.203.69:8000/4.m3u8
马关电视台,http://live.ynurl.com/video/s10046-001/index.m3u8
广南电视台,http://live.ynurl.com/video/s10031-gnxgbds/index.m3u8
金平综合,http://live.ynurl.com/video/s10041-JPTV/index.m3u8
陇川综合,http://live.ynurl.com/video/s10027-LCDST/index.m3u8
蒙自综合,http://live.ynurl.com/video/s10019-mzdst/index.m3u8
叶县电视,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
江川综合,http://live.ynurl.com/video/s10037-JCTV/index.m3u8
峨山电视,http://live.ynurl.com/video/s10034-ESTV/index.m3u8
南宁文旅,https://hls.nntv.cn/nnlive/WLSH_24.m3u8
南宁影视,https://hls.nntv.cn/nnlive/YSYL_24.m3u8
南宁综合,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
隆安综合,https://hls.nntv.cn/nnlive/LATV_24.m3u8
丘北新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
厦门鼓浪屿,https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
陕西卫视,http://112.46.85.60:8009/hls/17/index.m3u8
陕西五套,http://112.46.85.60:8009/hls/22/index.m3u8
陕西三套,http://112.46.85.60:8009/hls/20/index.m3u8
武夷山综合,http://fjwysdb.chinashadt.com:2036/live/1.stream/playlist.m3u8
陕西一套,http://112.46.85.60:8009/hls/18/index.m3u8
陕西六套,http://112.46.85.60:8009/hls/23/index.m3u8
义马电视,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
陕西八套,http://112.46.85.60:8009/hls/62/index.m3u8
陕西二套,http://112.46.85.60:8009/hls/19/index.m3u8
新乡,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
陕西七套,http://112.46.85.60:8009/hls/24/index.m3u8
西安一套,http://112.46.85.60:8009/hls/28/index.m3u8
西安二套,http://112.46.85.60:8009/hls/29/index.m3u8
农林卫视,http://112.46.85.60:8009/hls/27/index.m3u8
天津体育,http://nas.hssvm.com:8888/udp/225.1.1.122:5002
天津影视,http://nas.hssvm.com:8888/udp/225.1.1.149:5002
天津科教,http://nas.hssvm.com:8888/udp/225.1.1.129:5002
天津都市,http://nas.hssvm.com:8888/udp/225.1.1.128:5002
天津购物,http://nas.hssvm.com:8888/udp/225.1.1.151:5002
霸州文化,http://hbbz.chinashadt.com:2036/live/stream:bzwh.stream/playlist.m3u8
禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
广东珠江,http://14.212.185.71:9901/tsfile/live/1000_1.m3u8
广东新闻,http://14.212.185.71:9901/tsfile/live/1001_1.m3u8
延安综合,http://live.cloud.yanews.cn/video/s10001-YATV-1/index.m3u8
广东体育,http://183.11.239.36:808/hls/2/index.m3u8
广东体育,http://14.212.185.71:9901/tsfile/live/1003_1.m3u8
星河台,http://222.218.158.25:8181/tsfile/live/1041_1.m3u8
广东珠江,http://222.218.158.25:8181/tsfile/live/1000_1.m3u8
延安公共,http://live.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8
广东新闻,http://222.218.158.25:8181/tsfile/live/1007_1.m3u8
广东影视,http://14.212.185.71:9901/tsfile/live/1006_1.m3u8
广东民生,http://14.212.185.71:9901/tsfile/live/1002_1.m3u8
广东影视,http://183.11.239.36:808/hls/6/index.m3u8
广东民生,http://183.11.239.36:808/hls/18/index.m3u8
广东经济科教,http://14.212.185.71:9901/tsfile/live/1004_1.m3u8
陕西卫视,http://124.116.183.146:9901/tsfile/live/0136_1.m3u8
广东岭南戏曲,http://183.11.239.36:808/hls/16/index.m3u8
广东体育,http://222.218.158.25:8181/tsfile/live/1001_1.m3u8
陕西一套,http://124.116.183.146:9901/tsfile/live/1000_1.m3u8
陕西二套,http://124.116.183.146:9901/tsfile/live/1001_1.m3u8
广东民生,http://222.218.158.25:8181/tsfile/live/1002_1.m3u8
广东岭南戏曲,http://222.218.158.25:8181/tsfile/live/1006_1.m3u8
广东影视,http://222.218.158.25:8181/tsfile/live/1004_1.m3u8
陕西三套,http://124.116.183.146:9901/tsfile/live/1002_1.m3u8
广东少儿,http://222.218.158.25:8181/tsfile/live/1005_1.m3u8
广东经济科教,http://183.11.239.36:808/hls/4/index.m3u8
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8
广东移动,http://183.11.239.36:808/hls/14/index.m3u8
广东少儿,http://183.11.239.36:808/hls/175/index.m3u8
农林卫视,http://124.116.183.146:9901/tsfile/live/1004_1.m3u8
广东经济科教,http://222.218.158.25:8181/tsfile/live/1003_1.m3u8
广东4K超高清,http://183.11.239.36:808/hls/9/index.m3u8
大湾区卫视,http://222.218.158.25:8181/tsfile/live/1027_1.m3u8
广东新闻,http://mzitv.cn:32/tsfile/live/1007_1.m3u8
广东珠江,http://mzitv.cn:32/tsfile/live/1006_1.m3u8
\翡翠台,http://mzitv.cn:32/tsfile/live/1016_1.m3u8
明珠台,http://mzitv.cn:32/tsfile/live/1017_1.m3u8
广东经济科教,http://mzitv.cn:32/tsfile/live/1011_1.m3u8
广东民生,http://mzitv.cn:32/tsfile/live/1009_1.m3u8
广东少儿,http://mzitv.cn:32/tsfile/live/1014_1.m3u8
QJTV巧家,http://livebroadcast.ccwb.cn/live/w1593303918254963.m3u8
广东新闻,http://183.11.239.36:808/hls/5/index.m3u8
广东体育,http://mzitv.cn:32/tsfile/live/1008_1.m3u8
广东岭南戏曲,http://mzitv.cn:32/tsfile/live/1013_1.m3u8
梅州导视,http://mzitv.cn:32/tsfile/live/1053_1.m3u8
大湾区卫视,http://mzitv.cn:32/tsfile/live/1012_1.m3u8
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
淅川综合,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
五华台,http://mzitv.cn:32/tsfile/live/1004_1.m3u8
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
叶县一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
福州生活,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
\福州新闻,http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
客家生活,http://mzitv.cn:32/tsfile/live/1002_1.m3u8
梅州综合,http://mzitv.cn:32/tsfile/live/1000_1.m3u8
重庆科教,http://183.66.15.146:60901/tsfile/live/0016_1.m3u8?key=txiptv
重庆卫视,http://183.66.15.146:60901/tsfile/live/0018_1.m3u8?key=txiptv
广东珠江,http://183.11.239.36:808/hls/83/index.m3u8
重庆新闻,http://183.66.15.146:60901/tsfile/live/0019_1.m3u8?key=txiptv
重庆少儿,http://183.66.15.146:60901/tsfile/live/1000_1.m3u8?key=txiptv
重庆都市,http://183.66.15.146:60901/tsfile/live/1001_1.m3u8?key=txiptv
重庆时尚,http://183.66.15.146:60901/tsfile/live/1002_1.m3u8?key=txiptv
重庆娱乐,http://183.66.15.146:60901/tsfile/live/1003_1.m3u8?key=txiptv
重庆公共农村,http://183.66.15.146:60901/tsfile/live/1005_1.m3u8?key=txiptv
江西教育频道,http://php.jdshipin.com:8880/iptv.php?id=jxjy
湘潭综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
深圳国际频道,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p11.php?id=szgj
深圳移动电视,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p11.php?id=szyd
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
岳阳公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
深圳都市,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p11.php?id=szds
恩施文旅,https://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_1811.m3u8?auth_key=4857760464-0-0-ecabcbf26d39dc20cde584db2fa2a053&extra_key=D1dJezG95YTkYytoe8tr2Qhf-jhFFJmJpij9JNzLnfjYgxE5Q69rjZT1b2VrOxeb2zvhRo107e0Ze_h5agVjcLhNxl4RzjBShtdz-pQKUqaNbHnJMUJaS637QCoHNkKlJAb5i0lkR8MlxmIB6LIGojFm8kqvpZp_pI7SG10olDg
恩施综合,https://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_1812.m3u8?auth_key=4857760445-0-0-48b20fcc677c9c453aade4127fb60836&extra_key=GstcZaunflMNLGu8_neZZDSebP_vdaZpjgvDNh0oFxowejqLIrS9a1EoZExxdRI2S9Y2xkAXOOpuGxK1RXBwE9Pxgs64YJr12xMoUq8C0CDA-bYdaRFKaVVL_9eb5cvcS93rOcGOJVmGyvmgI8egJounqzsBrsfAbiojm3VtXXo
湖南经视,http://php.jdshipin.com:8880/iptv.php?id=hnjs
湖南爱晚,http://php.jdshipin.com:8880/iptv.php?id=hngg
湖南电视剧,http://php.jdshipin.com:8880/iptv.php?id=hndsj
深圳宜和购物,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p11.php?id=szyh
湖南电影,http://php.jdshipin.com:8880/iptv.php?id=hndy
深圳少儿,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p11.php?id=szse
湖南都市,http://php.jdshipin.com:8880/iptv.php?id=hnds
湖南娱乐,http://php.jdshipin.com:8880/iptv.php?id=hnyl
广东影视,http://mzitv.cn:32/tsfile/live/1010_1.m3u8
孝感公共频道,http://live.yingxi.tv/channel1/sd/live.m3u8
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
深圳财经生活,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p11.php?id=szcj
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8?zhund
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
深圳电视剧,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p11.php?id=szdsj
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰新闻综合,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&tpid=868100086
池州生活,http://wjsp.chiznews.com:8037/live/wjsh.m3u8
十堰经济旅游,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8?zbid=351104&tpid=1550600621
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
崇阳综合,http://61.184.176.248:10500/live/live.m3u8
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8?zbid=351104&amp;tpid=1550600621
深圳卫视,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p11.php?id=szws
溧水新闻综合,http://tvbox6.com/tv/jstv.php?id=lsxwzh
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8
宜心新闻综合,http://tvbox6.com/tv/jstv.php?id=yxxwzh
南京新闻,http://live.nbs.cn/channels/njtv/xwzh/nbs06.m3u8
江宁综合,http://tvbox6.com/tv/jstv.php?id=jlzh
南京少儿,http://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8
南京教科,http://live.nbs.cn/channels/njtv/jkpd/nbs06.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
睢宁综合,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd
睢宁三农,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8?zjiangsd
睢宁资讯,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningys.m3u8?zjiangsd
泗洪新闻,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8?zjiangsd
泰州1,http://stream1.mytaizhou.net/xwzh/playlist.m3u8
泗阳综合,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
泗阳资讯,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
句容影视,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u
高邮电视,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8
句容党建,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8
句容生活,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8
常州新闻,http://live.lyg1.com/zhpd/sd/live.m3u8
沛县新闻,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
沭阳综合,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
泰州2,http://stream1.mytaizhou.net/jjshnew/playlist.m3u8
连云港新闻,http://live.lyg1.com/zhpd/sd/live.m3u8
句容新闻,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8
泰州3,http://stream1.mytaizhou.net/ysylnew/playlist.m3u8
姜堰新闻,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8?zjiangsd
赣榆新闻,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?zjiangsd
金坛新闻,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
镇江民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
镇江新闻,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
金湖新闻,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8
宿豫综合,https://suyu-tv-hls.cm.jstv.com/suyu-tv/syzhpd.m3u8
江宁综合,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
江源综合,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8
江阴新闻,http://221.228.70.101:8080/live/xinwen.m3u8
连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
武进新闻,https://live.wjyanghu.com/live/CH1.m3u8?zjiangsd
武进生活,https://live.wjyanghu.com/live/CH2.m3u8?zjiangsd
靖江新闻,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
睢宁综合,http://tvbox6.com/tv/jstv.php?id=snzh
吴江新闻,https://30515.hlsplay.aodianyun.com/lms_30515/tv_channel_239.m3u8?auth_key=4849225473-0-0-ccc3233d52ea78642c7045805f46ea58&extra_key=kuPfWJHmelFzV3-zoreYDOH4OVvUscNtgFUPukN0LjrE7j9GbJe-1SiVIo_invs13HOTHPShIbZWuurqH8qWSk1Ouqm4Z10UlHpsUzS1j4nZoIRkEzTmKDOrVq3vGwbvmvC6qDLIKmmLHfFxL7WJeMpZZlN8MDPUoCW9CYoMIW0
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
金坛综合,http://tvbox6.com/tv/jstv.php?id=jtzh
丽水青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
金华兰溪综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
金华武义综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
金华东阳综合,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
丽水龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
宁波鄞州一套,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090843.m3u8
丽水云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
丽水庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
丽水遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
丽水缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
衢州开化综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
浙江钱江频道,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
宁波余姚姚江,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
绍兴嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
文成综合,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
衢州龙游生活,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
绍兴上虞影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
绍兴上虞综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
衢州龙游综合,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
温州永嘉综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
海门新闻综合,http://tvbox6.com/tv/jstv.php?id=hmxwzh
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
沛县新闻综合,http://tvbox6.com/tv/jstv.php?id=pxxwzh
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
南宁文旅生活,https://hls.nntv.cn/nnlive/WLSH_24.m3u8
南宁新闻综合,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁影视娱乐,https://hls.nntv.cn/nnlive/YSYL_244.m3u8
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
南宁公共频道,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
淮阴综合,http://tvbox6.com/tv/jstv.php?id=hyzh
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8?zguangxd
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8?zguangxd
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8?zguangxd
广西都市,http://116.9.204.242:9901/tsfile/live/1002_1.m3u8
舟山嵊泗综合,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
广西旅游,http://116.9.204.242:9901/tsfile/live/0125_1.m3u8
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
隆安新闻综合,http://hls.nntv.cn/nnlive/LATV_A.m3u8?zguangxd
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8?zguangxd
广西公共,http://116.9.204.242:9901/tsfile/live/1003_1.m3u8
广西卫视,http://116.9.204.242:9901/tsfile/live/0113_1.m3u8
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8?zguangxd
桂林新闻综合,https://pull.gltvs.com:443/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
罗城综合,http://www.3jlc.cn:80/lctvlive/lcm.m3u8
广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8?zguangxd
东方影视,http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=dfys
桂林新闻,https://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
广西影视,http://116.9.204.242:9901/tsfile/live/0124_1.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
哈尔滨新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226434/index.m3u8
山东卫视,http://lives.jnnews.tv/video/s10001-SDTV/index.m3u8
佳木斯新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
哈尔滨影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8
